literal,code,standard,contributor,province
gendt,238,Gendt,cedarproject,Gelderland
genemuiden,154,Genemuiden,cedarproject,Overijssel
genemuiden,1896,Zwartewaterland,cedarproject,Overijssel
gennep,907,Gennep,cedarproject,Limburg
gerverskop,1318,Gerverskop,cedarproject,Utrecht
gestel en blaarthem,1061,Gestel en Blaarthem,cedarproject,Noord-Brabant
geulle,908,Geulle,cedarproject,Limburg
giessen,783,Giessen,cedarproject,Noord-Brabant
giessen-nieuwkerk,510,Giessenburg,cedarproject,Zuid-Holland
giessen-nieuwkerk,689,Giessenlanden,cedarproject,Zuid-Holland
giessen-nieuwkerk,1062,Giessen-Nieuwkerk,cedarproject,Zuid-Holland
giessenburg,510,Giessenburg,cedarproject,Zuid-Holland
giessenburg,689,Giessenlanden,cedarproject,Zuid-Holland
giessenburg,1062,Giessen-Nieuwkerk,cedarproject,Zuid-Holland
giessendam,1063,Giessendam,cedarproject,Zuid-Holland
giessenlanden,510,Giessenburg,cedarproject,Zuid-Holland
giessenlanden,689,Giessenlanden,cedarproject,Zuid-Holland
giessenlanden,1062,Giessen-Nieuwkerk,cedarproject,Zuid-Holland
gieten,116,Gieten,cedarproject,Drenthe
giethoorn,155,Giethoorn,cedarproject,Overijssel
gilze en rijen,784,Gilze en Rijen,cedarproject,Noord-Brabant
ginneken en bavel,1064,Ginneken en Bavel,cedarproject,Noord-Brabant
ginneken en bavel,817,Nieuw-Ginneken,cedarproject,Noord-Brabant
goedereede,511,Goedereede,cedarproject,Zuid-Holland
goes,664,Goes,cedarproject,Zeeland
goidschalxoord,1319,Goidschalxoord,cedarproject,Zuid-Holland
goirle,785,Goirle,cedarproject,Noord-Brabant
goor,156,Goor,cedarproject,Overijssel
goor,1735,Hof van Twente,cedarproject,Overijssel
gorinchem,512,Gorinchem,cedarproject,Zuid-Holland
gorssel,239,Gorssel,cedarproject,Gelderland
gouda,513,Gouda,cedarproject,Zuid-Holland
gouderak,514,Gouderak,cedarproject,Zuid-Holland
goudriaan,515,Goudriaan,cedarproject,Zuid-Holland
goudswaard,516,Goudswaard,cedarproject,Zuid-Holland
goudswaard,588,Korendijk [2],cedarproject,Zuid-Holland
graafstroom,1262,Bleskensgraaf,cedarproject,Zuid-Holland
graafstroom,496,Bleskensgraaf en Hofwegen,cedarproject,Zuid-Holland
graafstroom,693,Graafstroom,cedarproject,Zuid-Holland
graafstroom,1978,Molenlanden,cedarproject,Zuid-Holland
graafstroom,1927,Molenwaard,cedarproject,Zuid-Holland
graauw en langendam,665,Graauw en Langendam,cedarproject,Zeeland
grafhorst,1065,Grafhorst,cedarproject,Overijssel
gramsbergen,157,Gramsbergen,cedarproject,Overijssel
grathem,909,Grathem,cedarproject,Limburg
grave,786,Grave,cedarproject,Noord-Brabant
grevenbicht,910,Grevenbicht,cedarproject,Limburg
grijpskerk,16,Grijpskerk,cedarproject,Groningen
grijpskerke,1067,Grijpskerke,cedarproject,Zeeland
grijpskerke en poppendamme,1067,Grijpskerke,cedarproject,Zeeland
groede,667,Groede,cedarproject,Zeeland
groeneveld,1322,Groeneveld,cedarproject,Zuid-Holland
groenlo,240,Groenlo,cedarproject,Gelderland
groenlo,1586,Oost Gelre,cedarproject,Gelderland
groesbeek,1945,Berg en Dal,cedarproject,Gelderland
groesbeek,241,Groesbeek,cedarproject,Gelderland
groningen,14,Groningen,cedarproject,Groningen
gronsveld,911,Gronsveld,cedarproject,Limburg
groot-ammers,520,Groot-Ammers,cedarproject,Zuid-Holland
groot-ammers,694,Liesveld,cedarproject,Zuid-Holland
groote lindt,1066,Groote Lindt,cedarproject,Zuid-Holland
grootegast,15,Grootegast,cedarproject,Groningen
grubbenvorst,912,Grubbenvorst,cedarproject,Limburg
gulpen,913,Gulpen,cedarproject,Limburg
gulpen,1729,Gulpen-Wittem,cedarproject,Limburg
gulpen-wittem,913,Gulpen,cedarproject,Limburg
gulpen-wittem,1729,Gulpen-Wittem,cedarproject,Limburg
haaften,242,Haaften,cedarproject,Gelderland
haaften,304,Neerijnen,cedarproject,Gelderland
haage,1156,Princenhage,cedarproject,Noord-Brabant
haaksbergen,158,Haaksbergen,cedarproject,Overijssel
haamstede,1068,Haamstede,cedarproject,Zeeland
haamstede,725,Westerschouwen,cedarproject,Zeeland
haaren,788,Haaren,cedarproject,Noord-Brabant
haarzuilens,1069,Haarzuilens,cedarproject,Utrecht
haastrecht,521,Haastrecht,cedarproject,Zuid-Holland
haelen,914,Haelen,cedarproject,Limburg
hagestein,522,Hagestein,cedarproject,Zuid-Holland
halderberge,1655,Halderberge,cedarproject,Noord-Brabant
halderberge,830,Oudenbosch,cedarproject,Noord-Brabant
hallum,68,Ferwerderadeel,cedarproject,Friesland
hallum,1722,Ferwerderadiel,cedarproject,Friesland
halsteren,789,Halsteren,cedarproject,Noord-Brabant
haps,790,Haps,cedarproject,Noord-Brabant
hardenberg,1011,Ambt Hardenberg,cedarproject,Overijssel
hardenberg,160,Hardenberg [2],cedarproject,Overijssel
harderwijk,243,Harderwijk,cedarproject,Gelderland
hardinxveld,1070,Hardinxveld,cedarproject,Zuid-Holland
hardinxveld,523,Hardinxveld-Giessendam,cedarproject,Zuid-Holland
hardinxveld-giessendam,1070,Hardinxveld,cedarproject,Zuid-Holland
hardinxveld-giessendam,523,Hardinxveld-Giessendam,cedarproject,Zuid-Holland
haren,17,Haren,cedarproject,Groningen
harlingen,72,Harlingen,cedarproject,Friesland
harmelen,318,Harmelen,cedarproject,Utrecht
haskerland,1921,De Friese Meren,cedarproject,Friesland
haskerland,1940,De Fryske Marren,cedarproject,Friesland
haskerland,73,Haskerland,cedarproject,Friesland
haskerland,139,Scharsterland,cedarproject,Friesland
haskerland,51,Skarsterlân,cedarproject,Friesland
hasselt,161,Hasselt,cedarproject,Overijssel
hattem,244,Hattem,cedarproject,Gelderland
havelte,117,Havelte,cedarproject,Drenthe
havelte,1701,Westerveld,cedarproject,Drenthe
hazerswoude,524,Hazerswoude,cedarproject,Zuid-Holland
hazerswoude,646,Rijneveld,cedarproject,Zuid-Holland
hazerswoude,1672,Rijnwoude,cedarproject,Zuid-Holland
hedel,245,Hedel,cedarproject,Gelderland
hedikhuizen,1071,Hedikhuizen,cedarproject,Noord-Brabant
heel,1937,Heel [2],cedarproject,Limburg
heel,915,Heel en Panheel,cedarproject,Limburg
heel en panheel,1937,Heel [2],cedarproject,Limburg
heel en panheel,915,Heel en Panheel,cedarproject,Limburg
heenvliet,525,Heenvliet,cedarproject,Zuid-Holland
heer,916,Heer,cedarproject,Limburg
heer en keer,916,Heer,cedarproject,Limburg
heer oudelands ambacht,1327,Heer Oudelands Ambacht,cedarproject,Zuid-Holland
heerde,246,Heerde,cedarproject,Gelderland
heerenveen,74,Heerenveen [2],cedarproject,Friesland
heerenveen,1174,Schoterland,cedarproject,Friesland
heerewaarden,247,Heerewaarden [2],cedarproject,Gelderland
heerjansdam,526,Heerjansdam,cedarproject,Zuid-Holland
heerlen,917,Heerlen,cedarproject,Limburg
"heesbeen, eethen en genderen",771,Eethen,cedarproject,Noord-Brabant
"heesbeen, eethen en genderen",1060,Genderen,cedarproject,Noord-Brabant
"heesbeen, eethen en genderen",1255,"Heesbeen, Eethen en Genderen",cedarproject,Noord-Brabant
heesch,1721,Bernheze,cedarproject,Noord-Brabant
heesch,791,Heesch,cedarproject,Noord-Brabant
heeswijk,1072,Heeswijk,cedarproject,Noord-Brabant
heeswijk-dinther,1044,Dinther,cedarproject,Noord-Brabant
heeswijk-dinther,792,Heeswijk-Dinther,cedarproject,Noord-Brabant
heeze,793,Heeze,cedarproject,Noord-Brabant
heeze,1658,Heeze-Leende,cedarproject,Noord-Brabant
heeze-leende,793,Heeze,cedarproject,Noord-Brabant
heeze-leende,1658,Heeze-Leende,cedarproject,Noord-Brabant
hefshuizen,1651,Eemsmond,cedarproject,Groningen
hefshuizen,19,Hefshuizen,cedarproject,Groningen
hefshuizen,1966,Het Hogeland,cedarproject,Groningen
hefshuizen,44,Uithuizermeeden,cedarproject,Groningen
hei- en boeicop,527,Hei- en Boeicop,cedarproject,Zuid-Holland
heille,1073,Heille,cedarproject,Zeeland
heinenoord,528,Heinenoord,cedarproject,Zuid-Holland
heinkenszand,672,Heinkenszand,cedarproject,Zeeland
heino,162,Heino,cedarproject,Overijssel
hekelingen,1074,Hekelingen,cedarproject,Zuid-Holland
hekendorp,1075,Hekendorp,cedarproject,Zuid-Holland
helden,918,Helden,cedarproject,Limburg
helden,1894,Peel en Maas,cedarproject,Limburg
hellendoorn,163,Hellendoorn,cedarproject,Overijssel
hellevoetsluis,530,Hellevoetsluis,cedarproject,Zuid-Holland
helmond,794,Helmond,cedarproject,Noord-Brabant
helvoirt,795,Helvoirt,cedarproject,Noord-Brabant
hemelumer oldeferd,75,Hemelumer Oldeferd,cedarproject,Friesland
hemelumer oldeferd,1260,Hemelumer Oldephaert en Noordwolde,cedarproject,Friesland
hemelumer oldephaert en noordwolde,75,Hemelumer Oldeferd,cedarproject,Friesland
hemelumer oldephaert en noordwolde,1260,Hemelumer Oldephaert en Noordwolde,cedarproject,Friesland
hemmen,1076,Hemmen,cedarproject,Gelderland
hendrik-ido-ambacht,531,Hendrik-Ido-Ambacht,cedarproject,Zuid-Holland
hengelo,164,Hengelo [Ov],cedarproject,Overijssel
hengstdijk,1077,Hengstdijk,cedarproject,Zeeland
hennaarderadeel,76,Hennaarderadeel,cedarproject,Friesland
herkingen,1078,Herkingen,cedarproject,Zuid-Holland
herpen,1079,Herpen,cedarproject,Noord-Brabant
herpt,1080,Herpt,cedarproject,Noord-Brabant
herten,919,Herten,cedarproject,Limburg
herwen,249,Herwen en Aerdt,cedarproject,Gelderland
herwen,196,Rijnwaarden,cedarproject,Gelderland
herwen en aerdt,249,Herwen en Aerdt,cedarproject,Gelderland
herwen en aerdt,196,Rijnwaarden,cedarproject,Gelderland
herwijnen,250,Herwijnen,cedarproject,Gelderland
het bildt,63,Het Bildt,cedarproject,Friesland
heteren,251,Heteren,cedarproject,Gelderland
heukelum,533,Heukelum,cedarproject,Zuid-Holland
heumen,252,Heumen,cedarproject,Gelderland
heusden,258,Kesteren,cedarproject,Gelderland
heusden,1740,Neder-Betuwe,cedarproject,Gelderland
heythuysen,920,Heythuysen,cedarproject,Limburg
heythuysen,1640,Leudal,cedarproject,Limburg
hillegersberg,1081,Hillegersberg,cedarproject,Zuid-Holland
hillegom,534,Hillegom,cedarproject,Zuid-Holland
hilvarenbeek,798,Hilvarenbeek,cedarproject,Noord-Brabant
hindeloopen,77,Hindeloopen,cedarproject,Friesland
hodenpijl,1328,Hodenpijl,cedarproject,Zuid-Holland
hoedekenskerke,673,Hoedekenskerke,cedarproject,Zeeland
hoek,674,Hoek,cedarproject,Zeeland
hoenkoop,319,Hoenkoop,cedarproject,Utrecht
hoensbroek,921,Hoensbroek,cedarproject,Limburg
hoevelaken,253,Hoevelaken,cedarproject,Gelderland
hoeven,799,Hoeven,cedarproject,Noord-Brabant
hof van delft,1082,Hof van Delft,cedarproject,Zuid-Holland
hof van twente,156,Goor,cedarproject,Overijssel
hof van twente,1735,Hof van Twente,cedarproject,Overijssel
hofwegen,1329,Hofwegen,cedarproject,Zuid-Holland
holten,165,Holten,cedarproject,Overijssel
hontenisse,675,Hontenisse,cedarproject,Zeeland
hoofdplaat,676,Hoofdplaat,cedarproject,Zeeland
hoog en woud harnasch,1330,Hoog en Woud Harnasch,cedarproject,Zuid-Holland
hoogblokland,535,Hoogblokland,cedarproject,Zuid-Holland
hooge en lage mierde,801,Hooge en Lage Mierde,cedarproject,Noord-Brabant
hooge en lage zwaluwe,802,Hooge en Lage Zwaluwe,cedarproject,Noord-Brabant
"hoogeloon, hapert en casteren",800,"Hoogeloon, Hapert en Casteren",cedarproject,Noord-Brabant
hoogeveen,118,Hoogeveen,cedarproject,Drenthe
hoogeveen (delfland),1331,Hoogeveen [Delfland],cedarproject,Zuid-Holland
hoogeveen (rijnland),1332,Hoogeveen [Rijnland],cedarproject,Zuid-Holland
hoogezand,1083,Hoogezand,cedarproject,Groningen
hoogezand,18,Hoogezand-Sappemeer,cedarproject,Groningen
hoogezand,1952,Midden-Groningen,cedarproject,Groningen
hoogezand-sappemeer,1083,Hoogezand,cedarproject,Groningen
hoogezand-sappemeer,18,Hoogezand-Sappemeer,cedarproject,Groningen
hoogezand-sappemeer,1952,Midden-Groningen,cedarproject,Groningen
hoogkerk,1084,Hoogkerk,cedarproject,Groningen
hoogland,320,Hoogland,cedarproject,Utrecht
hoogmade,1333,Hoogmade,cedarproject,Zuid-Holland
hoogvliet,1085,Hoogvliet,cedarproject,Zuid-Holland
hoornaar,536,Hoornaar,cedarproject,Zuid-Holland
horn,922,Horn,cedarproject,Limburg
horssen,254,Horssen,cedarproject,Gelderland
horst,923,Horst,cedarproject,Limburg
horst,1507,Horst aan de Maas,cedarproject,Limburg
horst aan de maas,923,Horst,cedarproject,Limburg
horst aan de maas,1507,Horst aan de Maas,cedarproject,Limburg
houten,321,Houten,cedarproject,Utrecht
houthem,1086,Houthem,cedarproject,Limburg
huijbergen,803,Huijbergen,cedarproject,Noord-Brabant
huisseling en neerloon,1088,Huisseling en Neerloon,cedarproject,Noord-Brabant
huissen,255,Huissen,cedarproject,Gelderland
hulsberg,924,Hulsberg,cedarproject,Limburg
hulst,677,Hulst,cedarproject,Zeeland
hummelo,256,Hummelo en Keppel,cedarproject,Gelderland
hummelo en keppel,256,Hummelo en Keppel,cedarproject,Gelderland
hunsel,925,Hunsel,cedarproject,Limburg
hurwenen,1089,Hurwenen [2],cedarproject,Gelderland
idaarderadeel,55,Boarnsterhim,cedarproject,Friesland
idaarderadeel,57,Boornsterhem,cedarproject,Friesland
idaarderadeel,78,Idaarderadeel,cedarproject,Friesland
ijlst,102,IJlst,cedarproject,Friesland
ijsselham,195,IJsselham,cedarproject,Overijssel
ijsselham,172,Oldemarkt,cedarproject,Overijssel
ijsselmonde,1230,IJsselmonde,cedarproject,Zuid-Holland
ijsselmuiden,191,IJsselmuiden,cedarproject,Overijssel
ijsselstein,353,IJsselstein,cedarproject,Utrecht
ijzendijke,730,IJzendijke,cedarproject,Zeeland
ijzendoorn,1231,IJzendoorn,cedarproject,Gelderland
itteren,926,Itteren,cedarproject,Limburg
ittervoort,1090,Ittervoort,cedarproject,Limburg
jaarsveld,1091,Jaarsveld,cedarproject,Utrecht
jabeek,927,Jabeek,cedarproject,Limburg
jacobswoude,645,Jacobswoude,cedarproject,Zuid-Holland
jacobswoude,633,Woubrugge,cedarproject,Zuid-Holland
joure,1921,De Friese Meren,cedarproject,Friesland
joure,1940,De Fryske Marren,cedarproject,Friesland
joure,73,Haskerland,cedarproject,Friesland
joure,139,Scharsterland,cedarproject,Friesland
joure,51,Skarsterlân,cedarproject,Friesland
jutphaas,322,Jutphaas,cedarproject,Utrecht
jutphaas,356,Nieuwegein,cedarproject,Utrecht
kamerik,323,Kamerik [2],cedarproject,Utrecht
kamerik,1335,Kamerik-Houtdijken,cedarproject,Utrecht
kamerik-houtdijken,323,Kamerik [2],cedarproject,Utrecht
kamerik-houtdijken,1335,Kamerik-Houtdijken,cedarproject,Utrecht
kamerik-mijzijde,1336,Kamerik-Mijzijde,cedarproject,Utrecht
kampen,166,Kampen,cedarproject,Overijssel
kamperveen,1092,Kamperveen,cedarproject,Overijssel
kantens,20,Kantens,cedarproject,Groningen
kapelle,678,Kapelle,cedarproject,Zeeland
katendrecht,1093,Katendrecht,cedarproject,Zuid-Holland
kats,1094,Kats,cedarproject,Zeeland
kattendijke,679,Kattendijke,cedarproject,Zeeland
katwijk,537,Katwijk,cedarproject,Zuid-Holland
kedichem,538,Kedichem,cedarproject,Zuid-Holland
kerkrade,928,Kerkrade,cedarproject,Limburg
kerkwerve,1095,Kerkwerve,cedarproject,Zeeland
kerkwerve,688,Middenschouwen,cedarproject,Zeeland
kerkwijk,257,Kerkwijk,cedarproject,Gelderland
kessel,929,Kessel [Li],cedarproject,Limburg
kesteren,258,Kesteren,cedarproject,Gelderland
kesteren,1740,Neder-Betuwe,cedarproject,Gelderland
kethel en spaland,1096,Kethel en Spaland,cedarproject,Zuid-Holland
kijfhoek,1337,Kijfhoek,cedarproject,Zuid-Holland
klaaskinderenkerke,1098,Koudekerke [Walcheren],cedarproject,Zeeland
klaaswaal,539,Klaaswaal,cedarproject,Zuid-Holland
kleine lindt,1338,Kleine Lindt,cedarproject,Zuid-Holland
kleverskerke,1339,Kleverskerke,cedarproject,Zeeland
klimmen,930,Klimmen,cedarproject,Limburg
kloetinge,680,Kloetinge,cedarproject,Zeeland
kloosterburen,21,Kloosterburen,cedarproject,Groningen
klundert,804,Klundert,cedarproject,Noord-Brabant
kockengen,324,Kockengen,cedarproject,Utrecht
koewacht,681,Koewacht,cedarproject,Zeeland
kollum,79,Kollumerland en Nieuwkruisland,cedarproject,Friesland
kollumerland en nieuwkruisland,79,Kollumerland en Nieuwkruisland,cedarproject,Friesland
korendijk,639,Zuid-Beijerland,cedarproject,Zuid-Holland
kortgene,682,Kortgene,cedarproject,Zeeland
kortgene,1695,Noord-Beveland,cedarproject,Zeeland
koudekerk aan den rijn,540,Koudekerk aan den Rijn,cedarproject,Zuid-Holland
koudekerk aan den rijn,540,Koudekerk [ZH],cedarproject,Zuid-Holland
koudekerk aan den rijn,540,Koudekerk aan den Rijn,cedarproject,Zuid-Holland
koudekerk aan den rijn,540,Koudekerk [ZH],cedarproject,Zuid-Holland
koudekerke,1098,Koudekerke [Walcheren],cedarproject,Zeeland
koudum,75,Hemelumer Oldeferd,cedarproject,Friesland
koudum,1260,Hemelumer Oldephaert en Noordwolde,cedarproject,Friesland
krabbendijke,684,Krabbendijke,cedarproject,Zeeland
kralingen,1099,Kralingen,cedarproject,Zuid-Holland
krimpen aan de lek,541,Krimpen aan de Lek,cedarproject,Zuid-Holland
krimpen aan den ijssel,542,Krimpen aan den IJssel,cedarproject,Zuid-Holland
kruiningen,685,Kruiningen,cedarproject,Zeeland
kruiningen,703,Reimerswaal,cedarproject,Zeeland
kuinre,167,Kuinre,cedarproject,Overijssel
laag-nieuwkoop,1100,Laag-Nieuwkoop,cedarproject,Utrecht
laagblokland,1340,Laagblokland,cedarproject,Zuid-Holland
laarbeek,746,Beek en Donk,cedarproject,Noord-Brabant
laarbeek,1659,Laarbeek,cedarproject,Noord-Brabant
landerd,1685,Landerd,cedarproject,Noord-Brabant
landerd,843,Schaijk,cedarproject,Noord-Brabant
landgraaf,882,Landgraaf,cedarproject,Limburg
landgraaf,960,Schaesberg,cedarproject,Limburg
langbroek,325,Langbroek,cedarproject,Utrecht
lange ruige weide,1101,Lange Ruige Weide,cedarproject,Zuid-Holland
langerak,543,Langerak,cedarproject,Zuid-Holland
langweer,67,Doniawerstal,cedarproject,Friesland
leek,22,Leek,cedarproject,Groningen
leek,1969,Westerkwartier,cedarproject,Groningen
leende,805,Leende,cedarproject,Noord-Brabant
leens,23,Leens,cedarproject,Groningen
leerbroek,544,Leerbroek,cedarproject,Zuid-Holland
leerdam,1961,Vijfheerenlanden,cedarproject,Utrecht
leerdam,545,Leerdam,cedarproject,Zuid-Holland
leersum,326,Leersum,cedarproject,Utrecht
leeuwarden,80,Leeuwarden,cedarproject,Friesland
leeuwarderadeel,81,Leeuwarderadeel,cedarproject,Friesland
leiden,546,Leiden,cedarproject,Zuid-Holland
leiderdorp,547,Leiderdorp,cedarproject,Zuid-Holland
leidschendam,548,Leidschendam [2],cedarproject,Zuid-Holland
leidschendam,1197,Stompwijk,cedarproject,Zuid-Holland
leidschendam-voorburg,1916,Leidschendam-Voorburg,cedarproject,Zuid-Holland
leidschendam-voorburg,624,Voorburg,cedarproject,Zuid-Holland
leimuiden,549,Leimuiden,cedarproject,Zuid-Holland
lekkerkerk,1931,Krimpenerwaard,cedarproject,Zuid-Holland
lekkerkerk,550,Lekkerkerk,cedarproject,Zuid-Holland
lekkerkerk,643,Nederlek,cedarproject,Zuid-Holland
lelystad,995,Lelystad,cedarproject,Flevoland
lemmer,82,Lemsterland,cedarproject,Friesland
lemsterland,82,Lemsterland,cedarproject,Friesland
leusden,327,Leusden,cedarproject,Utrecht
lexmond,551,Lexmond,cedarproject,Zuid-Holland
lichtenvoorde,260,Lichtenvoorde,cedarproject,Gelderland
liemeer,1673,Liemeer,cedarproject,Zuid-Holland
liemeer,573,Nieuwveen,cedarproject,Zuid-Holland
liempde,806,Liempde,cedarproject,Noord-Brabant
lienden,261,Lienden,cedarproject,Gelderland
lierop,1102,Lierop,cedarproject,Noord-Brabant
lieshout,807,Lieshout,cedarproject,Noord-Brabant
liesveld,520,Groot-Ammers,cedarproject,Zuid-Holland
liesveld,694,Liesveld,cedarproject,Zuid-Holland
limbricht,931,Limbricht,cedarproject,Limburg
linden,1103,Linden,cedarproject,Noord-Brabant
lingewaal,733,Lingewaal,cedarproject,Gelderland
lingewaal,287,Vuren,cedarproject,Gelderland
lingewaard,206,Bemmel,cedarproject,Gelderland
lingewaard,1705,Lingewaard,cedarproject,Gelderland
linne,932,Linne,cedarproject,Limburg
linschoten,328,Linschoten,cedarproject,Utrecht
lisse,553,Lisse,cedarproject,Zuid-Holland
lith,808,Lith,cedarproject,Noord-Brabant
lithoijen,1104,Lithoijen,cedarproject,Noord-Brabant
littenseradeel,61,Baarderadeel,cedarproject,Friesland
littenseradeel,103,Littenseradeel,cedarproject,Friesland
littenseradeel,140,Littenseradiel,cedarproject,Friesland
littenseradiel,61,Baarderadeel,cedarproject,Friesland
littenseradiel,103,Littenseradeel,cedarproject,Friesland
littenseradiel,140,Littenseradiel,cedarproject,Friesland
lochem,262,Lochem,cedarproject,Gelderland
loenen,329,Loenen [2],cedarproject,Utrecht
loenen en wolferen,1341,Loenen en Wolferen,cedarproject,Gelderland
loenersloot,1105,Loenersloot,cedarproject,Utrecht
lonneker,1106,Lonneker,cedarproject,Overijssel
loon op zand,809,Loon op Zand,cedarproject,Noord-Brabant
loosdrecht,330,Loosdrecht,cedarproject,Utrecht
loosduinen,1107,Loosduinen,cedarproject,Zuid-Holland
lopik,331,Lopik,cedarproject,Utrecht
loppersum,24,Loppersum,cedarproject,Groningen
losser,168,Losser,cedarproject,Overijssel
luyksgestel,810,Luyksgestel,cedarproject,Noord-Brabant
maarheeze,811,Maarheeze,cedarproject,Noord-Brabant
maarn,332,Maarn,cedarproject,Utrecht
maarssen,333,Maarssen,cedarproject,Utrecht
maarssen,1904,Stichtse Vecht,cedarproject,Utrecht
maarssenbroek,1342,Maarssenbroek,cedarproject,Utrecht
maarsseveen,1108,Maarsseveen,cedarproject,Utrecht
maartensdijk,334,Maartensdijk,cedarproject,Utrecht
maasbracht,933,Maasbracht,cedarproject,Limburg
maasbracht,1641,Maasgouw,cedarproject,Limburg
maasbree,934,Maasbree,cedarproject,Limburg
maasdam,554,Maasdam,cedarproject,Zuid-Holland
maasdonk,780,Geffen,cedarproject,Noord-Brabant
maasdonk,1671,Maasdonk,cedarproject,Noord-Brabant
maasdriel,1248,Driel,cedarproject,Gelderland
maasdriel,263,Maasdriel,cedarproject,Gelderland
maashees en overloon,1109,Maashees en Overloon,cedarproject,Noord-Brabant
